Joueur : Augustin RENAUD 1936-07-20 15:41:31 contract_id : [Contract] id : 24358e7d-f32d-46e8-9ba0-a444dea44d7d | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : fe314a2c-1613-4d2b-84a0-c0e666d0d6e8 | id_club : 0
Joueur : Eckehard GROSS 1951-10-10 01:49:13 contract_id : [Contract] id : 32634226-9a43-401d-a29a-c2ebf8d535c1 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 0aad93cd-c484-43e8-842d-f3e6a213e560 | id_club : 52
Joueur : Teodoro TREVISAN 1938-11-20 05:45:29 contract_id : [Contract] id : 38511cca-57af-4960-98f6-5e90a23b2232 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 6e275795-e79a-4411-8bf5-223471d8ed18 | id_club : 52
Joueur : Miguel HURTADO 1949-10-24 01:11:43 contract_id : [Contract] id : 5d5410f3-01d5-4296-8abd-8543863882db | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 8fff9bf3-890f-487f-9b34-65779e8757f2 | id_club : 52
Joueur : Rico ALONSO 1943-03-20 01:28:31 contract_id : [Contract] id : f68c553c-9fa4-42c2-817a-2373d5fdefda | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 7fa57837-937c-441b-b40f-4e235bac3172 | id_club : 52
Joueur : Klaus FREY 1949-04-15 14:07:13 contract_id : [Contract] id : 82eab794-bc93-4c84-b0ac-cad62d3c55b6 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : b0790bb7-17e0-4acb-a820-05b7d89a0409 | id_club : 53
Joueur : Yasir EISSA 1945-04-29 10:53:01 contract_id : [Contract] id : 90b3352f-7096-46b8-80bd-8677fbdb40aa | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 0b95f026-6fb4-4622-84d9-4f5dde90cbdd | id_club : 53
Joueur : Gil PADILLA 1952-04-13 01:02:47 contract_id : [Contract] id : 862632d6-6bf1-4131-9805-419b4366025b | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : ba1b9361-b39e-4806-9022-9c0e02674f61 | id_club : 53
Joueur : Gwandoya NSIMIRE 1941-03-30 10:25:23 contract_id : [Contract] id : fd5047e8-66cd-4231-9063-c12b3566fe46 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 9c7a6401-8e88-4032-9b8c-0b4bcdea138f | id_club : 53
Joueur : Gervais MARTY 1950-11-24 01:52:26 contract_id : [Contract] id : bc4b330e-8092-462a-8fde-40fc3c950c2d | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 70628137-346d-413c-8561-25a418eddac3 | id_club : 54
Joueur : Epifanio NUÑEZ 1938-10-02 16:12:01 contract_id : [Contract] id : 1d37eff0-ca7b-49a7-bcae-180dc991c2b0 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 72f9049a-15ae-442b-bec8-4ac3a42f364e | id_club : 54
Joueur : Nnamdi KAMONA 1943-11-10 12:08:58 contract_id : [Contract] id : f0b4b9c7-92e9-4edd-ac56-3d35b999a464 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 64f09738-f104-43b8-a827-6e9735a965db | id_club : 54
Joueur : Jimi SIMPSON 1947-12-07 04:00:28 contract_id : [Contract] id : 7b01ea94-a70d-49e2-b4a3-4de6ba111e92 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : a89b35eb-af92-49e4-9643-729ed0bfce9e | id_club : 54
Joueur : Edgardo RIVAS 1942-10-12 16:32:11 contract_id : [Contract] id : 88bb1447-aad8-49fb-8ae3-d8f77d9d4f16 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 759a4cec-c51c-43f7-a4e5-17bd10633fc1 | id_club : 55
Joueur : Jacobo FLORES 1938-01-22 16:31:38 contract_id : [Contract] id : 20fabf0a-c9e9-431c-b6c5-91748e7ecd88 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : efe03e86-321b-415d-bc0d-916f0f6a2618 | id_club : 55
Joueur : Marius SCHWARZ 1943-04-16 15:59:38 contract_id : [Contract] id : 7f3cb87c-4686-4509-9f69-353d2a779e79 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 0f3db1e0-ec7b-4013-b54f-bd1388ab1ccb | id_club : 55
Joueur : Gaétan FLEURY 1943-01-31 22:45:52 contract_id : [Contract] id : cf989036-a5da-4fc4-9844-68c5511568ef | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 454abcd1-51ff-4081-b2a9-5afca1f254c7 | id_club : 55
Joueur : Mahomet KAMEL 1948-08-22 06:56:04 contract_id : [Contract] id : f3b1c2c3-d07a-4bd4-8e79-0fc031a31fd5 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 5cb8cabc-72d0-4511-b5c9-4e9d531aa932 | id_club : 56
Joueur : Sofronio DURAN 1942-05-29 02:46:23 contract_id : [Contract] id : 6f6811e7-68bb-4c30-a1c0-592bd1ce9f82 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : e94046a3-9ef1-44a8-afa7-b68c6ea81e29 | id_club : 56
Joueur : Ernesto FRANCO 1938-12-12 01:28:33 contract_id : [Contract] id : 20a16b1f-f88d-4463-94bb-637b27ac64e8 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 72201d4d-2041-4f93-9522-a509c9af3f79 | id_club : 56
Joueur : Efrain MARTI 1943-02-21 11:18:37 contract_id : [Contract] id : 86a9e1cd-bbba-402f-b3fc-ec74ec2a8b7b | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : f1ef6c57-af11-40b8-aac3-0fad51fd5ccd | id_club : 56
Joueur : Aurelio MENDOZA 1943-11-28 04:13:46 contract_id : [Contract] id : 729fac6f-78ed-438b-b53a-c243c7f85735 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : f6f6871a-052a-4dbb-a0ed-47b4c5f36f72 | id_club : 57
Joueur : Ugo FERRI 1936-11-06 00:22:16 contract_id : [Contract] id : dd28a5fa-0b9c-4a97-99f8-b1c2dea2730e | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 933c0d3e-659e-40f3-b55d-bcaf861c7f42 | id_club : 57
Joueur : Eckehard RUDOLPH 1946-10-18 21:37:11 contract_id : [Contract] id : 78e5f60f-24b4-47ef-a34e-0a65bd8bb891 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : a1b2ad84-ed6c-4e38-90c4-f03919dad190 | id_club : 57
Joueur : Raúl TOMAS 1940-06-03 03:37:33 contract_id : [Contract] id : 074e0d3e-9d7c-4641-b553-172455d32c9b | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 35f7dc82-fd44-4c3f-baa8-c28fb81fa329 | id_club : 57
Joueur : Elliott KING 1946-12-30 08:26:58 contract_id : [Contract] id : a560f58e-9b51-4535-b247-4def062d32d0 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : ac6ba8fb-5015-4c02-b068-c3bd55104bde | id_club : 58
Joueur : Nazario ROBLES 1941-09-30 15:27:34 contract_id : [Contract] id : 9767c59a-2095-408a-a8b0-f591fb601fd5 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 23394ad9-fac5-44ef-9980-00a0c64409be | id_club : 58
Joueur : Sakhr ADEL 1937-05-20 06:23:58 contract_id : [Contract] id : 0a9887d8-c4b1-4b51-8999-609516d48d42 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 65a5b08a-edee-4faa-822f-0db136ef3086 | id_club : 58
Joueur : Thibault DESCHAMPS 1939-08-12 08:40:01 contract_id : [Contract] id : 7d0e719b-248f-4a57-b9da-4b1038c9ff69 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 9d65567c-7811-4478-9a25-2cdb222b7db7 | id_club : 58
Joueur : Pons BONNET 1951-05-10 15:00:02 contract_id : [Contract] id : 9b26c149-a3fd-4647-81b7-3e25baa61edf | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : a4942376-3c2f-4b6e-87f0-f4a5c2b18e7d | id_club : 59
Joueur : Basim NAGUIB 1942-11-15 11:02:12 contract_id : [Contract] id : f71d034b-3851-46e2-af2c-31cd2b00a1cd | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : fcb02bd4-503f-40e2-99d3-1b92e1e1a988 | id_club : 59
Joueur : Reynaud HOARAU 1941-10-29 15:10:33 contract_id : [Contract] id : 87017050-d259-4021-a2da-e532412990ee | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 4ec0b5c8-dea1-4ae6-b344-e64950b9a3e7 | id_club : 59
Joueur : Dawud GOMAA 1949-02-28 06:04:12 contract_id : [Contract] id : bf1f2b3a-0b7c-4d29-a4f0-f608e9ff025f | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 9ccc3910-37d1-4c93-af26-7d74fb53b985 | id_club : 59
Joueur : Jonathan BRADLEY 1951-03-20 06:13:33 contract_id : [Contract] id : 795a06d7-8c16-49aa-be35-2730fe5c0421 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : f6ad6114-cdc0-4241-b151-7e42c3f214f5 | id_club : 60
Joueur : Nicodemo MELIS 1950-02-14 09:54:33 contract_id : [Contract] id : 17c8d7ec-956c-4251-84a1-af94e1117b4b | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 70d53aea-86f2-4963-b830-1e7b0ac12bf7 | id_club : 60
Joueur : Manfred ERNST 1942-07-20 20:43:15 contract_id : [Contract] id : cfa5c23f-accc-4747-8647-e3cfc06cc91d | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 93bda3ac-fb75-4f01-8be7-ebf9a090d14a | id_club : 60
Joueur : Donato SERRA 1938-12-27 09:22:52 contract_id : [Contract] id : f8e5f0eb-0458-4293-8edb-3106eb7ef09d | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 79b8f92c-c84d-4104-93da-a6e98cec8258 | id_club : 60
Joueur : Eugen BEHRENS 1944-12-01 03:40:15 contract_id : [Contract] id : 377a7f04-4660-49a2-88c5-c26fa8c5a150 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : d9300f4b-00bb-4c49-b5f3-024cf5ac650c | id_club : 61
Joueur : Viktor ZIMMERMANN 1945-10-20 16:06:02 contract_id : [Contract] id : aec34543-4c43-4366-9151-e50730b163cf | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 9744fcb2-21be-4d95-90b6-a3e09ed20cf8 | id_club : 61
Joueur : Serge ROGER 1946-02-19 01:15:18 contract_id : [Contract] id : 4d62ee4f-353f-4c21-9d97-3d19806e7f96 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 38810318-a886-4249-8470-28bc808e042d | id_club : 61
Joueur : Estavan ARROYO 1941-05-15 00:08:58 contract_id : [Contract] id : 67578c7e-9e77-4e19-9117-6312c9984d7c | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 13da30d8-02d1-4a62-b714-7750791fe9fa | id_club : 61
Joueur : Gottfried MOSER 1952-11-02 17:50:01 contract_id : [Contract] id : 73ead4bd-3cec-49c0-a804-ff174d6b7279 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 9dea0a5b-e6ee-4654-a105-3305286ccdb5 | id_club : 62
Joueur : Hugo BRANDT 1945-06-14 02:06:36 contract_id : [Contract] id : 464cb15a-730d-43f9-b1fb-0386d1153780 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 1cd9db5f-023e-4ae8-a818-4f22455b5d2a | id_club : 62
Joueur : Aloysius BARTH 1936-08-09 07:12:32 contract_id : [Contract] id : 1ba8cc39-4c78-432e-b571-349ce2f89fcd | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 7af725eb-9752-4409-8299-79b33af92bda | id_club : 62
Joueur : Gerhold KUHN 1943-05-08 11:57:08 contract_id : [Contract] id : be2bf560-1dc5-41a5-9900-62c5b1b4f08a | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 2fdba42e-109b-4215-943b-00b0900ac399 | id_club : 62
Joueur : Woody HARRIS 1952-04-26 16:12:11 contract_id : [Contract] id : 3bb449a3-b990-42c0-b6f8-7c03f8f967b0 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 43d6e4ff-b375-4dcd-8f66-f3c5c2208658 | id_club : 63
Joueur : Jörg KIRCHNER 1945-12-21 10:59:37 contract_id : [Contract] id : d8bb83f2-b003-4888-a72b-ae658f78aeea | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : d9ca05db-f1d7-40a4-96fc-14e987b1f4e3 | id_club : 63
Joueur : Evert SCHULZE 1950-03-08 10:38:49 contract_id : [Contract] id : 5c50ccf3-5d1c-4aee-937b-e46adda2b220 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 42b566db-aad6-4e78-b922-d24b8b44b2ac | id_club : 63
Joueur : Joann CURTIS 1942-10-31 12:07:49 contract_id : [Contract] id : 3b38096a-9ce4-43e2-b9fe-30e4c44b82e7 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : a4ffbb05-e77a-4893-9a7b-fa4220977f48 | id_club : 63
Joueur : Sébastien GIRAUD 1946-02-18 06:21:05 contract_id : [Contract] id : a2bc8b27-d507-48b9-9862-62c35b5c21b9 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 9ee26087-ac9e-4e1e-b39f-19940d4b3f6a | id_club : 64
Joueur : Burkhard STEIN 1948-12-08 12:34:43 contract_id : [Contract] id : 8981b6db-e314-4b03-8b0d-e2cfa631a868 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 375f901e-a11f-41a8-9696-02351d14c095 | id_club : 64
Joueur : Celio PELLEGRINO 1946-08-13 06:05:24 contract_id : [Contract] id : 5af6abe4-6c36-4292-84c8-fd7ebec08146 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 9eac9980-c284-49fd-b032-a1968ea2b2d1 | id_club : 64
Joueur : Rafael LUTZ 1938-10-26 17:43:05 contract_id : [Contract] id : 24b14932-25d5-40ac-95f0-1ef9585e63e1 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 0f1e3e56-2acf-4bbb-9465-7176e9776837 | id_club : 64
Joueur : Émile LANGLOIS 1948-04-03 05:44:41 contract_id : [Contract] id : 0dd25ba1-70d2-4972-9a2e-fe4432736d22 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : ac68c748-57b6-474d-aa24-befaa3764ef9 | id_club : 65
Joueur : Ignazio VITALI 1938-05-28 09:33:50 contract_id : [Contract] id : eba38d08-71e9-4d0e-a7f5-d23e784a6d50 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 3735f94a-42c2-419a-8f9e-2e528e27836f | id_club : 65
Joueur : Leni SCHWARZ 1943-02-27 09:14:54 contract_id : [Contract] id : 34491cec-800f-46f8-bf59-9ff162bd4359 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : a9e65e25-f33c-4530-be1d-89d520021fb5 | id_club : 65
Joueur : Hisham SADEK 1943-01-20 19:11:15 contract_id : [Contract] id : 1bda4790-0b64-4c11-9311-3d91cd06915e | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : e02aee13-62e6-4049-b964-6109186e9ebe | id_club : 65
Joueur : Salah MOHSEN 1939-12-16 23:01:23 contract_id : [Contract] id : e9e74f68-6498-4109-bd5f-523bda2affa4 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 3a6707cf-ee8d-4ad8-af03-b96b4e637bdf | id_club : 66
Joueur : Jalal ALALAH 1951-12-12 18:44:37 contract_id : [Contract] id : ad4452c5-1dd2-4e57-8b4a-292df5828762 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 25cad759-36b3-4bf7-8b08-df7bf57f1900 | id_club : 66
Joueur : Nicolò MANCINI 1948-05-26 11:06:13 contract_id : [Contract] id : d4e72020-b7d7-44fc-a3c6-8d90e8e61fa0 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : c992c0ed-f0f1-47bf-95e6-c610ff33aa97 | id_club : 66
Joueur : Richard ROUX 1950-08-02 08:04:29 contract_id : [Contract] id : a7bda77b-8108-4196-b2e8-b4ef52b2e863 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 1992626d-ec73-4ba9-818c-8a75c4dc76a9 | id_club : 66
Joueur : Gerfried HÜBNER 1952-06-18 17:41:37 contract_id : [Contract] id : e0b248fd-3b8f-4af3-ab6c-582d3a2156de | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : e8880e31-34b8-4318-b462-25b67f973600 | id_club : 67
Joueur : Gotthold SEIFERT 1946-11-27 08:33:19 contract_id : [Contract] id : a3c8531d-16be-46b7-93ef-02c27d74b8ee | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : e3242379-07c3-47dc-85ab-bc8f6b44ec1b | id_club : 67
Joueur : Dietfried BECKMANN 1941-01-10 14:25:31 contract_id : [Contract] id : e8fafdf3-8c79-4b9e-9fea-5e84048b441a | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 23e95d4a-2e05-4fd3-a8e4-7e8959461b77 | id_club : 67
Joueur : Sigmund WINTER 1946-10-25 02:01:20 contract_id : [Contract] id : ca39adfe-117c-42b4-9fe3-917e5b754e59 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 41e4734e-debf-4ffa-8c8f-5b71932108cd | id_club : 67
Joueur : Urbain LAURENT 1941-06-28 08:04:32 contract_id : [Contract] id : 6fa8fb65-3f46-4ad9-9b52-b53c89e8117f | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 99b5b979-d2ef-41b7-afc5-cefa1ba58780 | id_club : 68
Joueur : Aurel HARTMANN 1946-08-03 04:48:17 contract_id : [Contract] id : 3f6f0c03-d540-4b25-97d3-cd83f76ca24c | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 6dec9b45-5b9c-4607-949a-b3c9a19fd554 | id_club : 68
Joueur : Wayne REYNOLDS 1936-10-30 11:54:40 contract_id : [Contract] id : dcccc2c8-b241-4386-b274-b73f72907ea1 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 3ddc2c86-2562-4322-9fa5-26a9ebf62cec | id_club : 68
Joueur : Stefano MARTINELLI 1949-09-21 07:19:17 contract_id : [Contract] id : e6e0a550-f690-43f6-b360-2e6ab9b2e4f6 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : b3d429eb-75e2-4bc4-804a-479af5b50a29 | id_club : 68
Joueur : Gafar EMAD 1952-01-21 07:48:54 contract_id : [Contract] id : 8fb337ea-6613-4082-aa91-827c1f76dcda | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 46156d8b-d317-46a7-bbf9-6523afe278ed | id_club : 69
Joueur : Panfilo GIORGI 1939-04-29 18:04:21 contract_id : [Contract] id : f5493362-717d-467f-9e69-07fe0184cb3b | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 869f25db-1184-4351-95bb-bca8fae86706 | id_club : 69
Joueur : Shafiq YOUSSEF 1945-01-11 02:21:56 contract_id : [Contract] id : 0a02761a-b0fb-48bb-a9de-04e18d5e9454 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : b9cd3fb8-3eef-4fd3-ae23-3528c3e22b0e | id_club : 69
Joueur : Immanuel KRAFT 1943-08-11 17:59:42 contract_id : [Contract] id : 6e081e39-df10-4db0-9ee1-0397af70faa8 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : ebf743d4-9820-42a3-85b0-363b7e2d0c41 | id_club : 69
Joueur : Wilhelm BERGER 1952-10-06 04:26:24 contract_id : [Contract] id : cc0b5e2c-591a-4300-9d65-034257a2bb00 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : ed1482f5-1a94-40b3-9abc-3dee8ebf0547 | id_club : 70
Joueur : Kwame NSIMBA 1939-03-29 00:52:14 contract_id : [Contract] id : 44c392b9-0b84-4af5-860d-74d7faa313a2 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : fd2fe074-a9d8-4015-82d9-067f118af23b | id_club : 70
Joueur : Eleonor HART 1951-02-13 12:05:38 contract_id : [Contract] id : a0e498a9-d832-4258-8902-6275837c77eb | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : c4473e90-016a-4da7-8d57-2d34b476aa12 | id_club : 70
Joueur : Espiridion CASAS 1938-01-28 10:58:30 contract_id : [Contract] id : 43fb084f-0470-4e9a-9294-f7cb50840a4d | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 2c298c19-aa37-4596-b1bb-f085158dbe8d | id_club : 70
Joueur : Mathias ALBRECHT 1947-02-14 22:59:26 contract_id : [Contract] id : 9fba24ba-4a0c-4f32-9e71-b46e1f56b104 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : df61a38a-4ea8-4d16-b0ab-4c96ad8a4205 | id_club : 71
Joueur : Lucas WEBER 1948-11-27 19:49:34 contract_id : [Contract] id : 0a1eb63b-3924-4336-ad79-dbbd76c6c906 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : bc6d184b-35de-47fc-913e-1ababe0d5bcd | id_club : 71
Joueur : Santino AIELLO 1943-11-09 23:21:25 contract_id : [Contract] id : 122218ef-48d1-4880-aaf7-1b52fa702186 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 5f2c7c2a-aa18-458d-9925-632dc22f1e47 | id_club : 71
Joueur : Jochim MAIER 1940-10-03 04:21:26 contract_id : [Contract] id : a5d0c296-a2a3-45d5-b2ca-7bf0ebd6fa66 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 121a55f6-65cc-435c-8c76-deed886063b7 | id_club : 71
Joueur : Dierk THIELE 1939-08-28 09:15:01 contract_id : [Contract] id : c71ad14a-64ca-4eb8-a3ce-5b39dab47a04 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 2ccc1d84-a370-4db2-989f-c5c6c9ed95c8 | id_club : 72
Joueur : Tom SUTTON 1941-01-17 14:56:41 contract_id : [Contract] id : 4eabba6d-696f-4746-9779-12b840b43d48 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : dade4833-c032-4a99-97ec-6324fa5809c7 | id_club : 72
Joueur : Timmy WILLIAMSON 1951-04-09 18:48:17 contract_id : [Contract] id : 90ad9fc5-fa34-478a-8710-8d4828e2459b | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 697e33d4-e135-438e-83d9-e5cdc7c592cb | id_club : 72
Joueur : Leandro ROLDAN 1936-10-09 12:36:52 contract_id : [Contract] id : 9a56bf67-b55f-4eb3-bd4c-66a64da94e1f | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 48b2d8bc-017a-43f1-b8fb-977f17f39170 | id_club : 72
Joueur : Anderson ELLIOTT 1950-08-19 17:22:08 contract_id : [Contract] id : 6acc7ce8-b94d-403c-8572-71e8b37ac0b0 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 22be4f52-75a0-4882-8d67-a5915b0478e4 | id_club : 73
Joueur : Karl BEHRENS 1952-07-07 00:49:45 contract_id : [Contract] id : cd462dc9-28e8-48ce-9920-0c1770267bd7 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : f2757057-f796-4423-bc25-fb00cdc948b8 | id_club : 73
Joueur : Roberto CASADO 1937-09-04 22:09:16 contract_id : [Contract] id : 31f5e145-8c5e-41c7-8292-11cff53e3534 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 28cfd44a-83aa-47f7-b59a-c8255cbe90d6 | id_club : 73
Joueur : Isidore JOLY 1944-06-04 05:25:15 contract_id : [Contract] id : 40c36578-d218-4453-8cb6-17facd13c526 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 13b46808-5e85-48ad-a536-bc6304f6aa77 | id_club : 73
Joueur : Hans KOCH 1937-08-19 20:10:07 contract_id : [Contract] id : 0190fc3f-28a0-40bc-baf1-d03203ca6324 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : c577d1ec-876a-4399-8e32-c736664a6d6f | id_club : 74
Joueur : Adalberto HEREDIA 1949-03-19 20:38:10 contract_id : [Contract] id : f0242728-5ab2-4e58-af30-3682a730793a | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 159a6569-bfe6-4e40-baeb-94b57ecf46e1 | id_club : 74
Joueur : Ladislao MAURO 1952-02-04 03:54:39 contract_id : [Contract] id : eaa49500-9876-4cd8-b146-771927122d8f | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 01a40d08-9cf5-47d2-8d9d-58dee63492d9 | id_club : 74
Joueur : Cornelius THIELE 1946-04-22 21:35:49 contract_id : [Contract] id : 596ecbed-a49d-4036-914f-db2201830c1c | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : e1db39a3-8f6d-4a20-8ccb-7366cafc3b34 | id_club : 74
Joueur : Gerald FOURNIER 1935-01-13 08:22:31 contract_id : [Contract] id : a0d0ea14-1cb6-4196-8d23-5301cd076820 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 6020b83b-6f6e-428d-8341-81aa3fccc5de | id_club : 75
Joueur : Rick RICHARDSON 1937-04-30 18:55:44 contract_id : [Contract] id : 9179f9ad-a181-44a9-beb7-b2def7b1f894 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 1690049a-ae53-41da-a004-cae7ac079394 | id_club : 75
Joueur : Modeste LAURENT 1950-12-13 11:30:47 contract_id : [Contract] id : c3d0d965-36ff-41b6-87c1-2fceea8dde81 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 9da277ad-19c9-4055-a178-8b55b3f85db6 | id_club : 75
Joueur : Hisein FATHI 1944-05-16 09:23:24 contract_id : [Contract] id : 6dad19f3-166c-477a-95eb-bf8be1e72de6 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : ea464f48-2a27-4ac0-9bce-e269fb77f547 | id_club : 75
Joueur : Edwin OLIVER 1935-11-06 05:18:39 contract_id : [Contract] id : 933303b3-dd7e-49db-a3cd-cd8398240cdf | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 4d7707ab-5916-48a8-982e-9f662b795303 | id_club : 76
Joueur : Dominik SCHLÜTER 1942-07-05 02:29:52 contract_id : [Contract] id : adfac909-bb7c-48c7-83c7-40d0effb8907 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : e8d2d24f-2d14-4ff8-a993-d3bb5129c0b6 | id_club : 76
Joueur : Wenzeslaus SCHOLZ 1952-07-29 03:54:37 contract_id : [Contract] id : 530b6dc4-2d80-4080-b8fd-207b3ace76c0 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 7f98250d-f3a8-4ee6-847b-8c63250dc766 | id_club : 76
Joueur : Adolfo GIORDANO 1937-11-20 03:59:23 contract_id : [Contract] id : a08b685d-628b-472b-a0fe-8dc5863fb26d | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : c737cef1-08f9-41f1-86f5-122e4ce1e3aa | id_club : 76
Joueur : Kofi NDAYA 1941-12-04 10:11:01 contract_id : [Contract] id : 1da06432-f385-4247-8920-44c257a4eb79 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 10a4b05a-cbab-4333-9d64-d3923caaf3f4 | id_club : 77
Joueur : Silvestro PICCOLO 1945-11-10 19:50:27 contract_id : [Contract] id : bb11fecf-e6e6-46b2-ac42-30784ec63920 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 536fca3a-3897-45c6-b402-414cfc49a195 | id_club : 77
Joueur : Inocencio MATEO 1950-08-18 06:52:24 contract_id : [Contract] id : cc1cca75-df9e-4319-9e66-ae4cc214a060 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : fd86637c-0166-4664-8ecb-fc79a8fe820d | id_club : 77
